,date,year,month,weekday,day,ARTICLE,AMOUNT,WOCHENMARKT,BOCHUM_TOTAL,WAHLEN,WEIHNACHTSMARKT,ZELTFESTIVAL,KEMNADE_IN_FLAMMER,HEIMSPIEL_VFL_BOCHUM,holiday,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,tdiff
1185,9/17/2016,2016,9,5,17,Käsebrötchen,39,0,0,0,0,0,0,0,0,16.9,14.5,20.5,0.8,0,292,7.2,21.6,1015.9,108,-0.5
1187,9/18/2016,2016,9,6,18,Käsebrötchen,57,0,0,0,0,0,0,0,0,16,14.4,18.4,0,0,8,11.9,28.8,1016.9,72,-0.9
1189,9/19/2016,2016,9,0,19,Käsebrötchen,32,0,0,0,0,0,0,0,0,14.7,12.7,18.1,0,0,14,7.6,20.9,1019.6,24,-1.3
1191,9/20/2016,2016,9,1,20,Käsebrötchen,29,1,0,0,0,0,0,0,0,14.9,11.7,18.3,0.1,0,67,4.3,14.4,1019.8,0,0.2
1193,9/21/2016,2016,9,2,21,Käsebrötchen,33,0,0,0,0,0,0,0,0,15.8,12.3,20.3,0,0,101,5.8,20.9,1020.4,636,0.9
1195,9/22/2016,2016,9,3,22,Käsebrötchen,31,1,0,0,0,0,0,0,0,15.5,10.4,20.5,0,0,161,5.4,25.9,1021.8,522,-0.3
1197,9/23/2016,2016,9,4,23,Käsebrötchen,34,0,0,0,0,0,0,1,0,15.9,11.5,20.7,0,0,233,7.2,22,1024.8,276,0.4
1199,9/24/2016,2016,9,5,24,Käsebrötchen,43,0,0,0,0,0,0,0,0,16.9,10.7,23.3,0,0,148,10.1,31.7,1023.7,660,1
1201,9/25/2016,2016,9,6,25,Käsebrötchen,61,0,0,0,0,0,0,0,0,18.5,12.1,25.9,0,0,179,12.6,41.8,1018.5,624,1.6
1203,9/26/2016,2016,9,0,26,Käsebrötchen,42,0,0,0,0,0,0,0,0,14.9,10.2,20.4,0,0,260,5.8,16.2,1024,462,-3.6
1205,9/27/2016,2016,9,1,27,Käsebrötchen,29,1,0,0,0,0,0,0,0,15.5,9.6,21.4,0,0,241,4.7,20.9,1026.2,636,0.6
1207,9/28/2016,2016,9,2,28,Käsebrötchen,32,0,0,0,0,0,0,0,0,17.4,14.4,21.4,0,0,222,15.5,35.3,1024.8,258,1.9
1209,9/29/2016,2016,9,3,29,Käsebrötchen,31,1,0,0,0,0,0,0,0,17.7,13.5,21.3,2.8,0,221,18.4,50,1017.2,210,0.3
1211,9/30/2016,2016,9,4,30,Käsebrötchen,38,0,0,0,0,0,0,0,0,14.2,11,17.3,0.1,0,224,10.8,34.6,1014.5,234,-3.5
1213,10/1/2016,2016,10,5,1,Käsebrötchen,39,0,0,0,0,0,0,0,0,13.3,10.4,16.9,3.6,0,174,7.6,42.5,1009.8,108,-0.9
1215,10/2/2016,2016,10,6,2,Käsebrötchen,54,0,0,0,0,0,0,0,0,11.4,9.7,13.5,3,0,216,13.7,43.9,1012.1,102,-1.9
1217,10/3/2016,2016,10,0,3,Käsebrötchen,67,0,0,0,0,0,0,0,1,13,10.5,16.7,1.9,0,310,8.6,29.9,1024.8,264,1.6
1219,10/4/2016,2016,10,1,4,Käsebrötchen,34,1,0,0,0,0,0,0,0,12.2,8.9,16.7,0,0,67,12.6,39.6,1033.1,306,-0.8
1221,10/5/2016,2016,10,2,5,Käsebrötchen,23,0,0,0,0,0,0,0,0,9.4,6.1,13.4,0,0,0,0,42.1,1033,582,-2.8
1223,10/6/2016,2016,10,3,6,Käsebrötchen,31,1,0,0,0,0,0,0,0,8.2,4.9,10.1,0,0,41,13.7,35.6,1025.2,24,-1.2
1225,10/7/2016,2016,10,4,7,Käsebrötchen,33,0,0,0,0,0,0,0,0,11.2,9.8,14.3,0,0,38,13.3,32,1021.6,30,3
1227,10/8/2016,2016,10,5,8,Käsebrötchen,38,0,0,0,0,0,0,0,0,9.9,7.4,14.1,0,0,42,11.5,36.7,1024.3,318,-1.3
1229,10/9/2016,2016,10,6,9,Käsebrötchen,60,0,0,0,0,0,0,0,0,8.8,5.7,12.9,0.8,0,17,6.1,21.2,1025.8,276,-1.1
1231,10/10/2016,2016,10,0,10,Käsebrötchen,34,0,0,0,0,0,0,0,0,8.1,5.4,11.8,0.1,0,159,6.1,16.9,1024.3,102,-0.7
1233,10/11/2016,2016,10,1,11,Käsebrötchen,32,1,0,0,0,0,0,0,0,7.6,3.1,11.7,1.4,0,44,6.8,19.4,1021.9,114,-0.5
1235,10/12/2016,2016,10,2,12,Käsebrötchen,34,0,0,0,0,0,0,0,0,7.8,6.9,9.1,0,0,58,11.5,32.4,1020.6,0,0.2
1236,10/13/2016,2016,10,3,13,Käsebrötchen,37,1,0,0,0,0,0,0,0,8,5.6,11,0,0,80,13.7,36.7,1016.9,168,0.2
1238,10/14/2016,2016,10,4,14,Käsebrötchen,28,0,0,0,0,0,0,1,0,9.3,5.9,13.6,0.3,0,81,11.5,33.5,1008.9,30,1.3
1240,10/15/2016,2016,10,5,15,Käsebrötchen,52,0,0,0,0,0,0,0,0,11.2,8.6,15.2,0.6,0,184,10.4,36.7,1011.9,84,1.9
1242,10/16/2016,2016,10,6,16,Käsebrötchen,53,0,0,0,0,0,0,0,0,12.9,6.6,18.7,0,0,150,13,34.9,1020.2,570,1.7
1244,10/17/2016,2016,10,0,17,Käsebrötchen,23,0,0,0,0,0,0,0,0,13,9.8,14.4,0,0,195,9,27,1021.5,54,0.1
1246,10/18/2016,2016,10,1,18,Käsebrötchen,32,1,0,0,0,0,0,0,0,10.9,8.6,14.5,6.2,0,208,11.5,41.4,1020.3,234,-2.1
1248,10/19/2016,2016,10,2,19,Käsebrötchen,32,0,0,0,0,0,0,0,0,7.5,6.3,10.3,14.5,0,244,14,55.1,1014.3,6,-3.4
1250,10/20/2016,2016,10,3,20,Käsebrötchen,27,1,0,0,0,0,0,0,0,7,5.9,8.2,1.8,0,212,5.8,17.6,1013.9,0,-0.5
1252,10/21/2016,2016,10,4,21,Käsebrötchen,45,0,0,0,0,0,0,0,0,6.8,5.4,7.9,6.2,0,311,7.9,22.3,1015.5,48,-0.2
1254,10/22/2016,2016,10,5,22,Käsebrötchen,38,0,0,0,0,0,0,0,0,7.1,3,9.1,0,0,353,7.6,22.7,1014.6,42,0.3
1256,10/23/2016,2016,10,6,23,Käsebrötchen,50,0,0,0,0,0,0,0,0,5.8,0.6,9.8,0,0,80,6.1,20.5,1014,366,-1.3
1258,10/24/2016,2016,10,0,24,Käsebrötchen,30,0,0,0,0,0,0,0,0,7.9,6.1,9.7,5,0,80,6.5,20.9,1013.8,0,2.1
1260,10/25/2016,2016,10,1,25,Käsebrötchen,29,1,0,0,0,0,0,0,0,8.6,7.9,10.3,0,0,273,4.7,20.9,1023.2,0,0.7
1262,10/26/2016,2016,10,2,26,Käsebrötchen,35,0,0,0,0,0,0,0,0,9.1,7.9,11.1,0,0,261,4.7,19.8,1029.5,54,0.5
1264,10/27/2016,2016,10,3,27,Käsebrötchen,37,1,0,0,0,0,0,0,0,10.5,8.8,12.2,0,0,217,10.8,25.6,1032.7,0,1.4
1266,10/28/2016,2016,10,4,28,Käsebrötchen,27,0,0,0,0,0,0,0,0,11.6,10.6,12.3,1.3,0,234,12.2,31,1033.2,0,1.1
1268,10/29/2016,2016,10,5,29,Käsebrötchen,39,0,0,0,0,0,0,0,0,10.5,6.9,13.4,0,0,319,5.8,24.8,1034.5,420,-1.1
1270,10/30/2016,2016,10,6,30,Käsebrötchen,37,0,0,0,0,0,0,1,0,9.9,6.1,14,0,0,148,5,16.6,1031.7,378,-0.6
1272,10/31/2016,2016,10,0,31,Käsebrötchen,32,0,0,0,0,0,0,0,0,10.4,6.6,15.4,0,0,131,7.9,26.3,1028.8,504,0.5
1274,11/1/2016,2016,11,1,1,Käsebrötchen,71,0,0,0,0,0,0,0,1,10,6.3,13.1,0.7,0,221,8.6,42.5,1021.4,306,-0.4
1276,11/2/2016,2016,11,2,2,Käsebrötchen,28,0,0,0,0,0,0,0,0,6.8,5.3,9.4,0.2,0,259,8.6,31.3,1019.5,132,-3.2
1278,11/3/2016,2016,11,3,3,Käsebrötchen,28,1,0,0,0,0,0,0,0,6.5,5.2,8.2,0,0,222,9,21.2,1021.7,0,-0.3
1280,11/4/2016,2016,11,4,4,Käsebrötchen,30,0,0,0,0,0,0,0,0,6.8,5.3,9.8,3.3,0,179,10.1,30.2,1013.2,66,0.3
1282,11/5/2016,2016,11,5,5,Käsebrötchen,24,0,0,0,0,0,0,0,0,6.9,5.6,8.7,0.1,0,223,11.2,31,1001.6,24,0.1
1284,11/6/2016,2016,11,6,6,Käsebrötchen,47,0,0,0,0,0,0,0,0,5.2,4.1,6.6,1.7,0,231,14.4,44.6,1000.3,30,-1.7
1286,11/7/2016,2016,11,0,7,Käsebrötchen,29,0,0,0,0,0,0,0,0,4.2,1.7,5.1,3.6,0,225,6.8,24.5,1006.4,0,-1
1288,11/8/2016,2016,11,1,8,Käsebrötchen,27,1,0,0,0,0,0,0,0,1.7,-0.3,3.4,1.8,0,316,7.2,21.2,1009.9,24,-2.5
1290,11/9/2016,2016,11,2,9,Käsebrötchen,35,0,0,0,0,0,0,0,0,2.3,0.6,4.1,7.7,0,142,11.9,31.7,1003.2,0,0.6
1292,11/10/2016,2016,11,3,10,Käsebrötchen,29,1,0,0,0,0,0,0,0,4.1,1.9,6.2,9,0,215,7.2,24.1,1005.7,0,1.8
1294,11/11/2016,2016,11,4,11,Käsebrötchen,29,0,0,0,0,0,0,0,0,2.8,-0.3,5.4,0,0,38,11.9,35.3,1017.8,6,-1.3
1296,11/12/2016,2016,11,5,12,Käsebrötchen,27,0,0,0,0,0,0,0,0,1.3,-1.5,3.9,0,0,130,12.6,32,1025,384,-1.5
1298,11/13/2016,2016,11,6,13,Käsebrötchen,55,0,0,0,0,0,0,0,0,3.1,0.2,5.3,0,0,144,12.2,31.3,1026.6,0,1.8
1300,11/14/2016,2016,11,0,14,Käsebrötchen,26,0,0,0,0,0,0,0,0,2.1,-0.5,4,0.8,0,165,14.4,37.8,1032.4,114,-1
1302,11/15/2016,2016,11,1,15,Käsebrötchen,24,1,0,0,0,0,0,0,0,6,2.9,9.6,11.7,0,198,14,39.6,1025.5,0,3.9
1304,11/16/2016,2016,11,2,16,Käsebrötchen,30,0,0,0,0,0,0,0,0,10.9,9.5,12.3,14.7,0,223,15.8,41,1016.2,0,4.9
1306,11/17/2016,2016,11,3,17,Käsebrötchen,34,1,0,0,0,0,0,0,0,10.2,8.7,12.1,3.5,0,220,19.4,50.4,1004.9,72,-0.7
1308,11/18/2016,2016,11,4,18,Käsebrötchen,25,0,0,0,0,0,0,1,0,7,4.2,11.9,5,0,218,16.2,62.6,999.1,54,-3.2
1310,11/19/2016,2016,11,5,19,Käsebrötchen,34,0,0,0,0,0,0,0,0,5.7,4.4,7.6,0.2,0,197,14.8,41.4,1006.3,66,-1.3
1312,11/20/2016,2016,11,6,20,Käsebrötchen,57,0,0,0,0,0,0,0,0,9.5,4.9,13.6,1.6,0,179,28.1,79.2,998.2,0,3.8
1314,11/21/2016,2016,11,0,21,Käsebrötchen,34,0,0,0,0,0,0,0,0,12.8,11.2,14.4,5,0,166,23.4,60.8,1000.8,0,3.3
1316,11/22/2016,2016,11,1,22,Käsebrötchen,32,1,0,0,0,0,0,0,0,11.4,9.7,12.9,0.2,0,167,15.1,54.4,1009.9,84,-1.4
1318,11/23/2016,2016,11,2,23,Käsebrötchen,29,0,0,0,0,0,0,0,0,9.9,7.7,12,0,0,74,7.6,27.4,1017.9,24,-1.5
1320,11/24/2016,2016,11,3,24,Käsebrötchen,26,1,0,0,0,0,0,0,0,7.4,4.5,8.8,0,0,55,20.5,55.8,1021.4,48,-2.5
1322,11/25/2016,2016,11,4,25,Käsebrötchen,34,0,0,0,0,0,0,0,0,4.2,1.8,7.6,0,0,65,16.9,45.7,1021.7,456,-3.2
1324,11/26/2016,2016,11,5,26,Käsebrötchen,37,0,0,0,0,0,0,0,0,3.7,0.4,9.9,0.6,0,69,5.8,16.2,1020.4,168,-0.5
1326,11/27/2016,2016,11,6,27,Käsebrötchen,44,0,0,0,0,0,0,0,0,3.9,0.4,7,0.1,0,293,6.8,23.8,1021.8,18,0.2
1328,11/28/2016,2016,11,0,28,Käsebrötchen,31,0,0,0,0,0,0,0,0,0.1,-1.9,2.6,0,0,64,10.1,33.8,1031.3,426,-3.8
1330,11/29/2016,2016,11,1,29,Käsebrötchen,30,1,0,0,0,0,0,0,0,-0.8,-4.8,3.2,0,0,111,6.1,19.1,1035.4,462,-0.9
1332,11/30/2016,2016,11,2,30,Käsebrötchen,22,0,0,0,0,0,0,0,0,0.5,-2.7,2.7,0,0,212,11.9,30.2,1033.1,336,1.3
1334,12/1/2016,2016,12,3,1,Käsebrötchen,23,1,0,0,0,0,0,0,0,4.2,2.2,6.6,1.3,0,240,12.2,33.5,1027,0,3.7
1336,12/2/2016,2016,12,4,2,Käsebrötchen,29,0,0,0,0,0,0,0,0,6,1.2,7.7,1.6,0,335,8.3,27.4,1023.6,48,1.8
1338,12/3/2016,2016,12,5,3,Käsebrötchen,27,0,0,0,1,0,0,0,0,2.2,-0.7,6,0,0,72,5,16.2,1027,444,-3.8
1340,12/4/2016,2016,12,6,4,Käsebrötchen,57,0,0,0,0,0,0,0,0,0.1,-3.8,4.7,0,0,94,6.8,18.7,1028.3,450,-2.1
1342,12/5/2016,2016,12,0,5,Käsebrötchen,28,0,0,0,0,0,0,0,0,1.6,-2.2,5.4,0,0,153,5.8,15.5,1027.5,450,1.5
1344,12/6/2016,2016,12,1,6,Käsebrötchen,33,1,0,0,0,0,0,0,0,2.7,-1.9,6.4,0,0,179,6.1,18.4,1031.1,432,1.1
1346,12/7/2016,2016,12,2,7,Käsebrötchen,36,0,0,0,0,0,0,0,0,5.9,3.7,8.3,0,0,184,10.8,28.1,1031.6,24,3.2
1348,12/8/2016,2016,12,3,8,Käsebrötchen,28,1,0,0,0,0,0,0,0,7.2,5.6,9.3,0.1,0,192,13,32.4,1029.5,156,1.3
1350,12/9/2016,2016,12,4,9,Käsebrötchen,29,0,0,0,0,0,0,0,0,8.6,6.2,10.8,0,0,214,14,34.6,1028.7,0,1.4
1352,12/10/2016,2016,12,5,10,Käsebrötchen,31,0,0,0,0,0,0,1,0,7.7,6.2,9.4,6.6,0,211,13.7,33.1,1023.7,78,-0.9
1354,12/11/2016,2016,12,6,11,Käsebrötchen,51,0,0,0,0,0,0,0,0,7.6,6.8,9.2,1.1,0,253,15.5,56.2,1020.4,0,-0.1
1356,12/12/2016,2016,12,0,12,Käsebrötchen,31,0,0,0,0,0,0,0,0,6.5,5.5,7.1,0,0,249,6.5,23.4,1026,0,-1.1
1358,12/13/2016,2016,12,1,13,Käsebrötchen,31,1,0,0,0,0,0,0,0,5.7,4.8,6.5,1.2,0,182,9.4,25.2,1024.7,0,-0.8
1360,12/14/2016,2016,12,2,14,Käsebrötchen,31,0,0,0,0,0,0,0,0,7.3,6,9.3,0,0,168,7.6,20.5,1024.8,0,1.6
1362,12/15/2016,2016,12,3,15,Käsebrötchen,29,1,0,0,0,0,0,0,0,6.7,4.7,8.1,0,0,153,14.8,35.6,1026.2,42,-0.6
1364,12/16/2016,2016,12,4,16,Käsebrötchen,31,0,0,0,0,0,0,0,0,3.8,1.3,6,0,0,164,15.8,34.6,1029.5,402,-2.9
1366,12/17/2016,2016,12,5,17,Käsebrötchen,36,0,0,0,0,0,0,0,0,4.3,1.5,5.7,0.2,0,207,8.3,23.4,1037.5,0,0.5
1368,12/18/2016,2016,12,6,18,Käsebrötchen,53,0,0,0,0,0,0,0,0,5.5,4.5,6.5,0,0,241,6.1,21.6,1035.9,0,1.2
1370,12/19/2016,2016,12,0,19,Käsebrötchen,24,0,0,0,0,0,0,0,0,4,-0.2,6.8,0,0,104,7.6,27.4,1029.6,408,-1.5
1372,12/20/2016,2016,12,1,20,Käsebrötchen,24,1,0,0,0,0,0,0,0,1.3,-2.6,4.9,0,0,104,7.6,26.3,1024.6,414,-2.7
1374,12/21/2016,2016,12,2,21,Käsebrötchen,31,0,0,0,0,0,0,0,0,2.2,0.4,5,5.4,0,182,14.4,42.1,1026.8,312,0.9
1376,12/22/2016,2016,12,3,22,Käsebrötchen,38,1,0,0,0,0,0,0,0,4.2,2.8,5.2,3,0,196,11.2,32.8,1029.4,0,2
1378,12/23/2016,2016,12,4,23,Käsebrötchen,34,0,0,0,0,0,0,0,0,4.9,3.2,6.6,3,0,196,14,50.4,1032,48,0.7
1380,12/24/2016,2016,12,5,24,Käsebrötchen,33,0,0,0,0,0,0,0,0,6.7,4.8,8.1,0.9,0,231,18.4,46.1,1025.5,48,1.8
4328,12/25/2016,2016,12,6,24,Käsebrötchen,0,0,0,0,0,0,0,0,1,8,6.8,9.2,2.5,0,235,21.2,51.8,1024.7,0,1.3
1382,12/26/2016,2016,12,0,26,Käsebrötchen,62,0,0,0,0,0,0,0,1,7,3.1,9.8,6.4,0,244,18,51.5,1028.4,48,-1
1384,12/27/2016,2016,12,1,27,Käsebrötchen,29,1,0,0,0,0,0,0,0,4.5,2.6,7.4,0,0,256,10.8,30.6,1041,282,-2.5
1386,12/28/2016,2016,12,2,28,Käsebrötchen,30,0,0,0,0,0,0,0,0,4.4,2.7,5.7,0,0,242,5,15.8,1045,60,-0.1
1388,12/29/2016,2016,12,3,29,Käsebrötchen,28,1,0,0,0,0,0,0,0,2.9,-0.8,6.2,0,0,137,12.2,29.5,1040.7,438,-1.5
1390,12/30/2016,2016,12,4,30,Käsebrötchen,38,0,0,0,0,0,0,0,0,2.7,0.7,5.9,0,0,197,9.4,28.4,1037.8,444,-0.2
1392,12/31/2016,2016,12,5,31,Käsebrötchen,13,0,0,0,0,0,0,0,0,0,-2.5,1.7,0,0,205,10.1,24.8,1032.7,78,-2.7
1394,1/1/2017,2017,1,6,1,Käsebrötchen,41,0,0,0,0,0,0,0,1,-0.9,-3.6,0.8,4.5,0,199,14,31.7,1021,258,-0.9
1395,1/2/2017,2017,1,0,2,Käsebrötchen,32,0,0,0,0,0,0,0,0,0.6,-0.4,3.6,0.4,40,251,8.6,27.7,1023,120,1.5
1397,1/3/2017,2017,1,1,3,Käsebrötchen,26,1,0,0,0,0,0,0,0,1.2,-0.4,2.7,3.6,0,235,16.6,44.3,1023.9,0,0.6
1399,1/4/2017,2017,1,2,4,Käsebrötchen,28,0,0,0,0,0,0,0,0,3.5,0.3,5,2,0,284,17.3,48.6,1015.9,78,2.3
1401,1/5/2017,2017,1,3,5,Käsebrötchen,26,1,0,0,0,0,0,0,0,-0.9,-4.5,0.7,0,0,10,10.4,33.5,1031.6,420,-4.4
1403,1/6/2017,2017,1,4,6,Käsebrötchen,31,0,0,0,0,0,0,0,0,-4.5,-7.2,-1.9,0,0,139,8.3,24.8,1040.7,414,-3.6
1405,1/7/2017,2017,1,5,7,Käsebrötchen,31,0,0,0,0,0,0,0,0,-3.1,-4.9,-0.1,1.9,0,198,12.6,34.6,1032.9,0,1.4
1407,1/8/2017,2017,1,6,8,Käsebrötchen,59,0,0,0,0,0,0,0,0,1.5,-0.1,3.2,0,0,227,4.7,14,1031.4,0,4.6
1409,1/9/2017,2017,1,0,9,Käsebrötchen,32,0,0,0,0,0,0,0,0,2.5,1.1,4.3,2.8,0,181,11.5,40.3,1023.9,12,1
1411,1/10/2017,2017,1,1,10,Käsebrötchen,31,1,0,0,0,0,0,0,0,2.6,1.4,3.8,0.4,0,185,12.6,43.6,1010.7,6,0.1
1413,1/11/2017,2017,1,2,11,Käsebrötchen,27,0,0,0,0,0,0,0,0,4.6,2.5,7.6,6.3,0,223,16.6,61.9,1007.9,0,2
1415,1/12/2017,2017,1,3,12,Käsebrötchen,33,1,0,0,0,0,0,0,0,4,2.2,5.8,11.1,0,222,19.4,52.9,1004.8,144,-0.6
1417,1/13/2017,2017,1,4,13,Käsebrötchen,34,0,0,0,0,0,0,0,0,1.3,-0.1,4.5,3.8,0,248,17.6,57.6,997.1,18,-2.7
1419,1/14/2017,2017,1,5,14,Käsebrötchen,32,0,0,0,0,0,0,0,0,1.3,-0.5,3.2,2.6,0,275,13,41,1011.8,102,0
1421,1/15/2017,2017,1,6,15,Käsebrötchen,50,0,0,0,0,0,0,0,0,-0.2,-1.9,1.2,0.7,0,250,8.3,23.4,1020.9,168,-1.5
1423,1/16/2017,2017,1,0,16,Käsebrötchen,33,0,0,0,0,0,0,0,0,-0.7,-3.6,0.9,0,0,36,7.9,26.3,1028.1,276,-0.5
1425,1/17/2017,2017,1,1,17,Käsebrötchen,34,1,0,0,0,0,0,0,0,-3.4,-5.4,-1.4,0,0,47,8.3,23.4,1038,210,-2.7
1427,1/18/2017,2017,1,2,18,Käsebrötchen,28,0,0,0,0,0,0,0,0,-3.2,-5.1,-0.8,0,0,71,7.9,19.4,1040,186,0.2
1429,1/19/2017,2017,1,3,19,Käsebrötchen,23,1,0,0,0,0,0,0,0,-1.1,-5.6,3.4,0,0,74,8.3,24.1,1038.2,462,2.1
1431,1/20/2017,2017,1,4,20,Käsebrötchen,38,0,0,0,0,0,0,0,0,0.3,-4.7,4.3,0,0,81,8.6,22.3,1035.3,402,1.4
1433,1/21/2017,2017,1,5,21,Käsebrötchen,36,0,0,0,0,0,0,0,0,1,-2.6,5.6,0,0,92,7.2,24.1,1030.7,486,0.7
1435,1/22/2017,2017,1,6,22,Käsebrötchen,50,0,0,0,0,0,0,0,0,-0.4,-3.1,3.2,0,0,205,6.1,23.4,1027.8,480,-1.4
1437,1/23/2017,2017,1,0,23,Käsebrötchen,27,0,0,0,0,0,0,0,0,-2.7,-5.6,-1,0.5,0,226,4.3,15.5,1028,0,-2.3
1439,1/24/2017,2017,1,1,24,Käsebrötchen,23,1,0,0,0,0,0,0,0,-0.5,-1.9,1.1,0,20,156,5.8,15.1,1029.5,0,2.2
1441,1/25/2017,2017,1,2,25,Käsebrötchen,30,0,0,0,0,0,0,0,0,-1.5,-3.9,-0.2,0,20,129,10.4,25.2,1031.2,264,-1
1443,1/26/2017,2017,1,3,26,Käsebrötchen,33,1,0,0,0,0,0,0,0,-2,-6,2.2,0,20,107,10.1,25.2,1025.8,486,-0.5
1445,1/27/2017,2017,1,4,27,Käsebrötchen,31,0,0,0,0,0,0,0,0,3.8,-2.3,8.5,0,20,156,15.8,43.6,1019.4,348,5.8
1447,1/28/2017,2017,1,5,28,Käsebrötchen,33,0,0,0,0,0,0,0,0,6,1,8.9,2.7,20,180,11.5,31,1017.8,264,2.2
1449,1/29/2017,2017,1,6,29,Käsebrötchen,53,0,0,0,0,0,0,0,0,4.7,3.4,7.2,2.1,0,189,12.6,35.6,1019.4,120,-1.3
1451,1/30/2017,2017,1,0,30,Käsebrötchen,33,0,0,0,0,0,0,0,0,4.6,1.5,6.5,6.7,0,210,15.8,58,1012,0,-0.1
1453,1/31/2017,2017,1,1,31,Käsebrötchen,26,1,0,0,0,0,0,0,0,2.2,1.5,3,0,0,280,5,21.2,1017.2,0,-2.4
1455,2/1/2017,2017,2,2,1,Käsebrötchen,26,0,0,0,0,0,0,0,0,3.3,1,6.1,0.1,0,152,20.2,43.9,1016,186,1.1
1457,2/2/2017,2017,2,3,2,Käsebrötchen,20,1,0,0,0,0,0,0,0,8,5.2,11.1,0.2,0,161,18.4,43.2,1008.3,222,4.7
1459,2/3/2017,2017,2,4,3,Käsebrötchen,32,0,0,0,0,0,0,0,0,8.5,6.8,10.4,1.9,0,177,13.7,43.6,1003.9,42,0.5
1461,2/4/2017,2017,2,5,4,Käsebrötchen,34,0,0,0,0,0,0,0,0,5.8,3.9,7.9,5.5,0,143,13.7,45.4,1000.5,24,-2.7
1463,2/5/2017,2017,2,6,5,Käsebrötchen,48,0,0,0,0,0,0,1,0,5.5,3.1,8.4,0,0,153,10.8,30.2,1004,354,-0.3
1465,2/6/2017,2017,2,0,6,Käsebrötchen,38,0,0,0,0,0,0,0,0,2.7,-0.4,6.2,0,0,66,9,24.5,1017.6,162,-2.8
1467,2/7/2017,2017,2,1,7,Käsebrötchen,29,1,0,0,0,0,0,0,0,2.9,1.9,4.4,3.1,0,88,6.8,17.6,1018.1,0,0.2
1469,2/8/2017,2017,2,2,8,Käsebrötchen,29,0,0,0,0,0,0,0,0,1.6,-0.2,3.5,0,0,71,9.4,25.6,1023.9,12,-1.3
1471,2/9/2017,2017,2,3,9,Käsebrötchen,29,1,0,0,0,0,0,0,0,-0.4,-1.8,2.1,0,0,63,10.8,28.1,1027.8,222,-2
1473,2/10/2017,2017,2,4,10,Käsebrötchen,36,0,0,0,0,0,0,0,0,-0.8,-1.8,-0.2,2.4,0,75,9.7,24.1,1023.1,0,-0.4
1475,2/11/2017,2017,2,5,11,Käsebrötchen,31,0,0,0,0,0,0,0,0,0.4,-1.1,2,4.6,20,69,9.7,28.4,1021.2,0,1.2
1477,2/12/2017,2017,2,6,12,Käsebrötchen,57,0,0,0,0,0,0,0,0,2.3,-0.8,6.2,0,0,74,13,34.6,1026.2,234,1.9
1479,2/13/2017,2017,2,0,13,Käsebrötchen,29,0,0,0,0,0,0,0,0,2.6,-2.3,9.8,0,0,79,11.2,35.6,1029.7,534,0.3
1481,2/14/2017,2017,2,1,14,Käsebrötchen,43,1,0,0,0,0,0,0,0,4.8,-1,11.3,0,0,112,9.7,32,1030.1,558,2.2
1483,2/15/2017,2017,2,2,15,Käsebrötchen,33,0,0,0,0,0,0,0,0,9.9,4.1,16.2,0,0,181,9,23.8,1032.7,534,5.1
1485,2/16/2017,2017,2,3,16,Käsebrötchen,28,1,0,0,0,0,0,0,0,9,5.7,12,0,0,233,9.7,28.4,1030.1,306,-0.9
1487,2/17/2017,2017,2,4,17,Käsebrötchen,38,0,0,0,0,0,0,0,0,5.9,4.9,7.4,3.7,0,265,10.4,34.9,1026.4,0,-3.1
1489,2/18/2017,2017,2,5,18,Käsebrötchen,31,0,0,0,0,0,0,1,0,5.9,3,8.3,0,0,225,4.3,19.4,1027.5,0,0
1491,2/19/2017,2017,2,6,19,Käsebrötchen,51,0,0,0,0,0,0,0,0,4.6,1.6,6.3,0.8,0,216,11.2,33.5,1022.8,30,-1.3
1493,2/20/2017,2017,2,0,20,Käsebrötchen,33,0,0,0,0,0,0,0,0,7.8,6.1,10.3,8.1,0,231,16.9,39.2,1017.6,0,3.2
1495,2/21/2017,2017,2,1,21,Käsebrötchen,21,1,0,0,0,0,0,0,0,9.5,7.8,11.5,0.9,0,259,13.3,42.5,1014.7,252,1.7
1496,2/22/2017,2017,2,2,22,Käsebrötchen,27,0,0,0,0,0,0,0,0,9.2,7.7,10.1,27,0,241,23.8,58.7,1007.5,0,-0.3
1498,2/23/2017,2017,2,3,23,Käsebrötchen,28,1,0,0,0,0,0,0,0,8.2,3.6,9.9,5.8,0,234,29.2,96.8,997.4,42,-1
1500,2/24/2017,2017,2,4,24,Käsebrötchen,22,0,0,0,0,0,0,0,0,4,0.4,6.9,0.2,0,281,13,62.3,1012.4,252,-4.2
1502,2/25/2017,2017,2,5,25,Käsebrötchen,30,0,0,0,0,0,0,0,0,4.5,0.2,7.7,0,0,211,14.4,45.4,1019.3,234,0.5
1504,2/26/2017,2017,2,6,26,Käsebrötchen,46,0,0,0,0,0,0,0,0,8.5,6,11.3,0,0,216,17.3,43.2,1012,6,4
1506,2/27/2017,2017,2,0,27,Käsebrötchen,29,0,0,0,0,0,0,0,0,9.6,5.3,12,8.5,0,191,19.1,60.1,999.7,12,1.1
1508,2/28/2017,2017,2,1,28,Käsebrötchen,24,1,0,0,0,0,0,0,0,4.7,0.8,7.7,7.4,0,214,19.1,52.2,992.1,30,-4.9
